eco,name,pgn,move,color,fen,master,lichess,white,draws,black
C37,"King's Gambit Accepted: Salvio Gambit, Cochrane Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 f3,12,black,rnb1kbnr/pppp1p1p/8/4N3/2B1P1pq/5p2/PPPP2PP/RNBQ1K1R w kq - 0 7,,Vw4BxScP,3806,236,6626
E77,"King's Indian Defense: Four Pawns Attack, Florentine Gambit",1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Nf3 c5 7. d5 e6 8. Be2 exd5 9. e5,17,white,rnbq1rk1/pp3pbp/3p1np1/2ppP3/2P2P2/2N2N2/PP2B1PP/R1BQK2R b KQ - 0 9,c7bYnaxx,XMZjYvRS,6013,480,3746
D83,"Grünfeld Defense: Brinckmann Attack, Reshevsky Gambit",1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. Rc1 O-O 6. e3 c5 7. dxc5 Qa5,14,black,rnb2rk1/pp2ppbp/5np1/q1Pp4/2P2B2/2N1P3/PP3PPP/2RQKBNR w K - 1 8,RiIXDsCa,E5eyeEnK,5597,536,3849
A02,Bird Opening: Hobbs-Zilbermints Gambit,1. f4 h6 2. Nf3 g5,4,black,rnbqkbnr/pppppp2/7p/6p1/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 0 3,,EvccV7St,4070,357,5391
A53,"Old Indian Defense: Janowski Variation, Grinberg Gambit",1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. e4,7,white,rn1qkb1r/ppp1pppp/3p1n2/5b2/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,BXHyU1NB,KNHnRv3d,4663,396,4598
A00,Amar Opening: Paris Gambit,1. Nh3 d5 2. g3 e5 3. f4,5,white,rnbqkbnr/ppp2ppp/8/3pp3/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq - 0 3,,nCQNXLtI,4994,421,4207
A80,Dutch Defense: Omega-Isis Gambit,1. d4 f5 2. Nf3 e5,4,black,rnbqkbnr/pppp2pp/8/4pp2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,,vNhSGB4m,5576,302,3726
A13,English Opening: Romanishin Gambit,1. Nf3 Nf6 2. c4 e6 3. g3 a6 4. Bg2 b5,8,black,rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5,4O4x4ss6,t5NufA4O,3879,809,4388
E98,"King's Indian Defense: Orthodox Variation, Classical System, Kozul Gambit",1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. Ne1 Nd7 10. Be3 f5 11. f3 f4 12. Bf2 g5 13. Rc1 Ng6 14. c5,27,white,r1bq1rk1/pppn2bp/3p2n1/2PPp1p1/4Pp2/2N2P2/PP2BBPP/2RQNRK1 b - - 0 14,CGaSsibV,qs1ve7xQ,5178,333,3546
C52,"Italian Game: Evans Gambit, Leonhardt Countergambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Ba5 6. d4 b5,12,black,r1bqk1nr/p1pp1ppp/2n5/bp2p3/2BPP3/2P2N2/P4PPP/RNBQK2R w KQkq - 0 7,OWi8LjPV,6fIhqW00,3696,494,4771
A00,"Grob Opening: Grob Gambit, Richter-Grob Gambit",1. g4 d5 2. Bg2 c6 3. c4 dxc4 4. b3,7,white,rnbqkbnr/pp2pppp/2p5/8/2p3P1/1P6/P2PPPBP/RNBQK1NR b KQkq - 0 4,,,3690,299,4875
A00,Barnes Opening: Gedult Gambit,1. f3 f5 2. e4 fxe4 3. Nc3,5,white,rnbqkbnr/ppppp1pp/8/8/4p3/2N2P2/PPPP2PP/R1BQKBNR b KQkq - 1 3,,UpJLAVwW,4785,287,3592
B07,"Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit",1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5 5. Nf3 exd4 6. Qxd4 c6 7. Bc4 d5,14,black,r1bqkb1r/pp1n1ppp/2p2n2/3p4/2BQPP2/2N2N2/PPP3PP/R1B1K2R w KQkq - 0 8,gb9s39Op,59cGZV79,3449,338,4859
A40,Horwitz Defense: Zilbermints Gambit,1. d4 e6 2. c4 e5,4,black,rnbqkbnr/pppp1ppp/8/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,,g9HwxHY4,4770,340,3453
E32,"Nimzo-Indian Defense: Classical Variation, Vitolins-Adorjan Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b5,12,black,rnbq1rk1/p1pp1ppp/4pn2/1p6/2PP4/P1Q5/1P2PPPP/R1B1KBNR w KQ - 0 7,PqrXgVPj,,3631,673,4173
A80,Dutch Defense: Spielmann Gambit,1. d4 f5 2. Nc3 Nf6 3. g4,5,white,rnbqkb1r/ppppp1pp/5n2/5p2/3P2P1/2N5/PPP1PP1P/R1BQKBNR b KQkq - 0 3,AAcHREK7,Kb788AiS,4549,335,3587
C51,"Italian Game: Evans Gambit, Hein Countergambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 d5,8,black,r1bqk1nr/ppp2ppp/2n5/2bpp3/1PB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq - 0 5,aEHAU7hO,SeY3CAzX,3667,357,4280
C23,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3,7,white,rnbqk1nr/pppp1ppp/8/4p3/1bB1P3/2P5/P2P1PPP/RNBQK1NR b KQkq - 0 4,v2yjZxkx,VvMaNdhd,4437,259,3525
A45,"Indian Defense: Gibbins-Weidenhagen Gambit, Stummer Gambit",1. d4 Nf6 2. g4 Nxg4 3. e4 d6 4. Be2 Nf6 5. Nc3,9,white,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/2N5/PPP1BP1P/R1BQK1NR b KQkq - 3 5,sIpfRwCn,kMYhjtBg,4081,376,3760
B00,Borg Defense: Zilbermints Gambit,1. e4 g5 2. d4 e5,4,black,rnbqkbnr/pppp1p1p/8/4p1p1/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,,,4393,231,3537
D06,Queen's Gambit Declined: Zilbermints Gambit,1. d4 d5 2. c4 b5,4,black,rnbqkbnr/p1p1pppp/8/1p1p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,,,4360,303,3355
A00,"Grob Opening: Grob Gambit, Fritz Gambit, Romford Countergambit",1. g4 d5 2. Bg2 Bxg4 3. c4 d4 4. Bxb7 Nd7 5. Bxa8 Qxa8,10,black,q3kbnr/p1pnpppp/8/8/2Pp2b1/8/PP1PPP1P/RNBQK1NR w KQk - 0 6,ZTpWTxQl,SR6FEiJJ,3569,245,4108
B00,"Nimzowitsch Defense: Kennedy Variation, Herford Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 Qh4,6,black,r1b1kbnr/pppp1ppp/2n5/4P3/4P2q/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,,347DxYag,4235,243,3363
B00,Nimzowitsch Defense: Hornung Gambit,1. e4 Nc6 2. d4 d5 3. Be3,5,white,r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 1 3,,vEIiqZ6h,3860,265,3713
C31,"King's Gambit Declined: Falkbeer Countergambit, Pickler Gambit",1. e4 e5 2. f4 d5 3. exd5 c6 4. dxc6 Bc5,8,black,rnbqk1nr/pp3ppp/2P5/2b1p3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 1 5,,,3026,207,4388
C25,Vienna Game: Philidor Countergambit,1. e4 e5 2. Nc3 Nc6 3. d4 f5,6,black,r1bqkbnr/pppp2pp/2n5/4pp2/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,,,3880,221,3329
C44,King's Pawn Game: Pachman Wing Gambit,1. e4 e5 2. Nf3 Nc6 3. b4,5,white,r1bqkbnr/pppp1ppp/2n5/4p3/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,,rsEM8lG7,3181,233,3660
A00,Kádas Opening: Schneider Gambit,1. h4 g5,2,black,rnbqkbnr/pppppp1p/8/6p1/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2,,FEKL7mFI,3495,313,3242
B00,Borg Defense: Troon Gambit,1. e4 g5 2. d4 h6 3. h4 g4,6,black,rnbqkbnr/pppppp2/7p/8/3PP1pP/8/PPP2PP1/RNBQKBNR w KQkq - 0 4,3OnSlU5k,EEvJYYUJ,3500,286,3214
A45,Indian Defense: Lazard Gambit,1. d4 Nf6 2. Nd2 e5,4,black,rnbqkb1r/pppp1ppp/5n2/4p3/3P4/8/PPPNPPPP/R1BQKBNR w KQkq - 0 3,,3XP97TaF,3024,290,3673
B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Richter Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5 Nb8 5. f3,9,white,rnbqkbnr/ppp1pppp/8/3P4/4p3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 5,,VTfGurnq,3687,276,2748
C44,"Ponziani Opening: Spanish Variation, Harrwitz Attack, Nikitin Gambit",1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Bb5 dxe4 5. Nxe5 Qd5 6. Qa4,11,white,r1b1kbnr/ppp2ppp/2n5/1B1qN3/Q3p3/2P5/PP1P1PPP/RNB1K2R b KQkq - 2 6,Sj3VV1Pu,AQUViX9o,3077,371,3100
B27,"Pterodactyl Defense: Sicilian, Benoni Gambit",1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5 5. d5,9,white,rnb1k1nr/pp1pppbp/6p1/q1pP4/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,gx7VuKzh,lOEr1Xkw,3228,244,3010
C26,"Vienna Game: Mieses Variation, Erben Gambit",1. e4 e5 2. Nc3 Nf6 3. g3 d5 4. exd5 c6,8,black,rnbqkb1r/pp3ppp/2p2n2/3Pp3/8/2N3P1/PPPP1P1P/R1BQKBNR w KQkq - 0 5,htzbqseH,pJtpauyh,2930,435,3098
A80,Dutch Defense: Senechaud Gambit,1. d4 f5 2. Bf4 e6 3. g4,5,white,rnbqkbnr/pppp2pp/4p3/5p2/3P1BP1/8/PPP1PP1P/RN1QKBNR b KQkq - 0 3,hME0wCzu,CInDE6ff,3292,254,2616
A00,"Grob Opening: Grob Gambit, Basman Gambit",1. g4 d5 2. Bg2 h5 3. gxh5,5,white,rnbqkbnr/ppp1ppp1/8/3p3P/8/8/PPPPPPBP/RNBQK1NR b KQkq - 0 3,,GK6lBm0s,2748,217,2835
C37,King's Gambit Accepted: McDonnell Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Nc3,9,white,rnbqkbnr/pppp1p1p/8/8/2B1Ppp1/2N2N2/PPPP2PP/R1BQK2R b KQkq - 1 5,,,3434,122,2233
C20,Portuguese Opening: Portuguese Gambit,1. e4 e5 2. Bb5 Nf6 3. d4,5,white,rnbqkb1r/pppp1ppp/5n2/1B2p3/3PP3/8/PPP2PPP/RNBQK1NR b KQkq - 0 3,ZNHnrTfc,,2958,228,2504
B21,Sicilian Defense: Coles Sicilian Gambit,1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd1 Nf6 5. Bc4,9,white,r1bqkb1r/pp1ppppp/2n2n2/8/2B1P3/8/PPP2PPP/RNBQK1NR b KQkq - 4 5,,,2127,180,2979
C30,King's Gambit Declined: Soller-Zilbermints Gambit,1. e4 e5 2. f4 f6 3. fxe5 Nc6,6,black,r1bqkbnr/pppp2pp/2n2p2/4P3/4P3/8/PPPP2PP/RNBQKBNR w KQkq - 1 4,,xvxp3yDa,2668,177,2410
C33,"King's Gambit Accepted: Bishop's Gambit, Gianutio Gambit",1. e4 e5 2. f4 exf4 3. Bc4 f5,6,black,rnbqkbnr/pppp2pp/8/5p2/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq - 0 4,IXO1gTbX,SavqHK1C,2233,187,2776
B02,"Alekhine Defense: Hunt Variation, Matsukevich Gambit",1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Nc3 Nxc3 6. dxc3 d6 7. Bg5,13,white,rnbqkb1r/ppp1pppp/3p4/2P1P1B1/8/2P5/PP3PPP/R2QKBNR b KQkq - 1 7,,SDCeWbl0,3502,174,1513
C33,King's Gambit Accepted: Gaga Gambit,1. e4 e5 2. f4 exf4 3. g3,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp2/6P1/PPPP3P/RNBQKBNR b KQkq - 0 3,,A7bEPtTo,2199,161,2817
B00,"Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit",1. e4 Nc6 2. d4 d5 3. exd5 Nb4,6,black,r1bqkbnr/ppp1pppp/8/3P4/1n1P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,BVffqlkY,,2969,154,2029
C40,"King's Pawn Game: Damiano Defense, Damiano Gambit, Chigorin Gambit",1. e4 e5 2. Nf3 f6 3. Nxe5 Qe7 4. Nf3 d5,8,black,rnb1kbnr/ppp1q1pp/5p2/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 5,,fgo3A8Ur,2566,280,2136
C37,King's Gambit Accepted: Silberschmidt Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 f3,14,black,rnb1kb1r/pppp1p1p/7n/4N3/2BPP1pq/5p2/PPP3PP/RNBQ1K1R w kq - 0 8,,uqc6SoHi,1506,113,3332
A00,Clemenz Opening: Spike Lee Gambit,1. h3 h5 2. g4,3,white,rnbqkbnr/ppppppp1/8/7p/6P1/7P/PPPPPP2/RNBQKBNR b KQkq - 0 2,,en7htqFd,1858,215,2841
B00,Carr Defense: Zilbermints Gambit,1. e4 h6 2. d4 e5,4,black,rnbqkbnr/pppp1pp1/7p/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,,q1IZE5wi,2732,202,1961
D31,"Queen's Gambit Declined: Charousek Variation, Miladinovic Gambit",1. d4 d5 2. c4 e6 3. Nc3 Be7 4. e4 dxe4 5. f3,9,white,rnbqk1nr/ppp1bppp/4p3/8/2PPp3/2N2P2/PP4PP/R1BQKBNR b KQkq - 0 5,,H2gGH4lr,2508,139,2209
B02,"Alekhine Defense: Hunt Variation, Mikenas Gambit",1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Bc4 e6 6. Nc3 d6 7. Nxd5 exd5 8. Bxd5,15,white,rnbqkb1r/ppp2ppp/3p4/2PBP3/8/8/PP1P1PPP/R1BQK1NR b KQkq - 0 8,h2cybrIv,hR49xYiW,2648,235,1932
B00,St. George Defense: Zilbermints Gambit,1. e4 a6 2. d4 e5,4,black,rnbqkbnr/1ppp1ppp/p7/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,,6jBycGys,2788,166,1840
C20,King's Pawn Game: Philidor Gambit,1. e4 e5 2. d4 d6 3. dxe5 Bd7,6,black,rn1qkbnr/pppb1ppp/3p4/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,,,2663,192,1937
C44,Scotch Game: Napoleon Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 exd4 5. Bc4,9,white,r1bqkbnr/pppp1ppp/8/8/2BpP3/8/PPP2PPP/RNBQK2R b KQkq - 1 5,,,2613,194,1969
C48,"Four Knights Game: Spanish Variation, Rubinstein Variation, Marshall Gambit",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Ba4 Bc5 6. Nxe5 O-O,12,black,r1bq1rk1/pppp1ppp/5n2/2b1N3/B2nP3/2N5/PPPP1PPP/R1BQK2R w KQ - 1 7,chjyvZj1,evFD6wUv,2349,178,2218
C30,"King's Gambit Declined: Classical Variation, Rubinstein Countergambit",1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3 f5,8,black,rnbqk1nr/ppp3pp/3p4/2b1pp2/4PP2/2P2N2/PP1P2PP/RNBQKB1R w KQkq - 0 5,AOEd8p0K,4U5okng7,2146,198,2290
E17,"Queen's Indian Defense: Classical Variation, Taimanov Gambit",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. d5 exd5 8. Nd4,15,white,rn1q1rk1/pbppbppp/1p3n2/3p4/2PN4/6P1/PP2PPBP/RNBQ1RK1 b - - 1 8,Tgxx8SET,gLLSzPYU,2491,261,1828
C28,"Vienna Game: Stanley Variation, Bronstein Gambit",1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. f4 Nxe4 5. Nf3,9,white,r1bqkb1r/pppp1ppp/2n5/4p3/2B1nP2/2N2N2/PPPP2PP/R1BQK2R b KQkq - 1 5,MaDGxOCg,m5JqFSFl,2140,153,1967
A00,Polish Opening: Wolferts Gambit,1. b4 e5 2. Bb2 c5,4,black,rnbqkbnr/pp1p1ppp/8/2p1p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq - 0 3,,ZERhP2sJ,2168,135,1921
C60,Ruy Lopez: Brentano Gambit,1. e4 e5 2. Nf3 Nc6 3. Bb5 g5,6,black,r1bqkbnr/pppp1p1p/2n5/1B2p1p1/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,,KhFjJGtB,1978,213,1816
A03,Bird Opening: Thomas Gambit,1. f4 d5 2. b3 Nf6 3. Bb2 d4 4. Nf3 c5 5. e3,9,white,rnbqkb1r/pp2pppp/5n2/2p5/3p1P2/1P2PN2/PBPP2PP/RN1QKB1R b KQkq - 0 5,,QsXgLhPZ,2167,192,1638
C26,Bishop's Opening: Horwitz Gambit,1. e4 e5 2. Bc4 Nf6 3. Nc3 b5,6,black,rnbqkb1r/p1pp1ppp/5n2/1p2p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4,,XuNjWUPw,1977,124,1875
B01,Scandinavian Defense: Zilbermints Gambit,1. e4 d5 2. b4,3,white,rnbqkbnr/ppp1pppp/8/3p4/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq - 0 2,,nWE3jyUE,1773,130,2062
D10,"Slav Defense: Winawer Countergambit, Anti-Winawer Gambit",1. d4 d5 2. c4 c6 3. Nc3 e5 4. e4,7,white,rnbqkbnr/pp3ppp/2p5/3pp3/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,,gmALkLiD,2007,155,1788
A00,Van Geet Opening: Hergert Gambit,1. Nc3 d6 2. f4 e5 3. fxe5 Nc6,6,black,r1bqkbnr/ppp2ppp/2np4/4P3/8/2N5/PPPPP1PP/R1BQKBNR w KQkq - 1 4,,feqqw4tK,1820,121,1972
A00,Grob Opening: Zilbermints Gambit,1. g4 d5 2. e4 dxe4 3. Nc3,5,white,rnbqkbnr/ppp1pppp/8/8/4p1P1/2N5/PPPP1P1P/R1BQKBNR b KQkq - 1 3,,AUNQx3A9,1969,179,1749
B51,"Sicilian Defense: Moscow Variation, Moscow Gambit",1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. c3 Nf6 6. Re1 a6 7. Bxc6 Bxc6 8. d4 Bxe4 9. Bg5,17,white,r2qkb1r/1p2pppp/p2p1n2/2p3B1/3Pb3/2P2N2/PP3PPP/RN1QR1K1 b kq - 1 9,gVtzEyYB,nOmwTFbM,2007,314,1534
A00,Van Geet Opening: Liebig Gambit,1. Nc3 e5 2. e3 d5 3. Qh5 Nf6,6,black,rnbqkb1r/ppp2ppp/5n2/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq - 2 4,,,1734,127,1889
D80,Grünfeld Defense: Gibbon Gambit,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. g4,7,white,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP2P1/2N5/PP2PP1P/R1BQKBNR b KQkq - 0 4,zS1s2Izj,KzHLQ6eW,1711,127,1856
C78,Ruy Lopez: Central Countergambit,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O d5,10,black,r1bqkb1r/1pp2ppp/p1n2n2/3pp3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,,5DcJfXgH,2378,108,1040
A07,Hungarian Opening: Wiedenhagen-Beta Gambit,1. g3 d5 2. Nf3 g5,4,black,rnbqkbnr/ppp1pp1p/8/3p2p1/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,,8eQ8IhtS,1757,136,1617
B06,"Pterodactyl Defense: Central, Quetzalcoatlus Gambit",1. e4 g6 2. d4 Bg7 3. c4 c5 4. Nc3 d6 5. dxc5 Qa5,10,black,rnb1k1nr/pp2ppbp/3p2p1/q1P5/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq - 1 6,,EMfgMkNP,1789,202,1502
A40,Slav Indian: Kudischewitsch Gambit,1. d4 c6 2. Nf3 Nf6 3. c4 b5,6,black,rnbqkb1r/p2ppppp/2p2n2/1p6/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,dLKZLqqR,0TBC9nAc,1558,201,1579
E21,"Nimzo-Indian Defense: Three Knights Variation, Shocron Gambit",1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nc3 c5 5. d5 b5,10,black,rnbqk2r/p2p1ppp/4pn2/1ppP4/1bP5/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,IdDv5HYm,hU9NQUoL,1500,133,1702
B00,Rat Defense: Fuller Gambit,1. e4 d6 2. f4 d5 3. exd5 Nf6,6,black,rnbqkb1r/ppp1pppp/5n2/3P4/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 1 4,vtxMU9kX,AgPdS3oo,1491,152,1531
A00,Hungarian Opening: Bücker Gambit,1. g3 d5 2. Bg2 e5 3. b4,5,white,rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq - 0 3,,etNTw1hw,1640,125,1338
C42,Russian Game: Moody Gambit,1. e4 e5 2. Nf3 Nf6 3. Qe2 Nc6 4. d4,7,white,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1QPPP/RNB1KB1R b KQkq - 0 4,,,1650,80,1370
B90,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack, Perenyi Gambit",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 e6 7. g4 e5 8. Nf5 g6 9. g5,17,white,rnbqkb1r/1p3p1p/p2p1np1/4pNP1/4P3/2N1B3/PPP2P1P/R2QKB1R b KQkq - 0 9,TXElsov8,V7La5CTD,1696,107,1218
A00,Barnes Opening: Gedult Gambit,1. f3 d5 2. e4 g6 3. d4 dxe4 4. c3,7,white,rnbqkbnr/ppp1pp1p/6p1/8/3Pp3/2P2P2/PP4PP/RNBQKBNR b KQkq - 0 4,,Ft53dBVY,1331,130,1513
A30,"English Opening: Symmetrical Variation, Napolitano Gambit",1. c4 c5 2. Nf3 Nf6 3. b4,5,white,rnbqkb1r/pp1ppppp/5n2/2p5/1PP5/5N2/P2PPPPP/RNBQKB1R b KQkq - 0 3,,YlEd1phx,1333,142,1474
C15,"French Defense: Winawer Variation, Fingerslip Variation, Kunin Double Gambit",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Qxd4,10,black,rnb1k1nr/ppp2ppp/4p3/8/1b1qp1Q1/2N5/PPPB1PPP/R3KBNR w KQkq - 0 6,uJqjW2l6,yiNM1rcC,1593,138,1211
C42,"Russian Game: Classical Attack, Marshall Variation, Chinese Gambit",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Bd6 7. O-O O-O 8. c4 c6 9. Re1 Bg4,18,black,rn1q1rk1/pp3ppp/2pb4/3p4/2PPn1b1/3B1N2/PP3PPP/RNBQR1K1 w - - 2 10,xSKwEDBd,26hoGDgL,1476,162,1214
D27,"Queen's Gambit Accepted: Classical Defense, Russian Gambit",1. d4 d5 2. c4 dxc4 3. e3 Nf6 4. Bxc4 e6 5. Nf3 c5 6. O-O a6 7. e4,13,white,rnbqkb1r/1p3ppp/p3pn2/2p5/2BPP3/5N2/PP3PPP/RNBQ1RK1 b kq - 0 7,9pIBHKDN,MUQwWgAd,1466,216,1103
A02,Bird Opening: Platz Gambit,1. f4 e5 2. fxe5 Ne7,4,black,rnbqkb1r/ppppnppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq - 1 3,,txZsB7la,1475,93,1176
D20,"Queen's Gambit Accepted: Old Variation, Billinger Gambit",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bxc4 exd4 5. Qb3 Qe7 6. a3,11,white,rnb1kbnr/ppp1qppp/8/8/2Bp4/PQ2P3/1P3PPP/RNB1K1NR b KQkq - 0 6,e3BwAL3V,9gB7rITy,1682,134,927
E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Polovodin Gambit",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. a3 d5 6. cxd5 Nxd5 7. e4,13,white,rn1qkb1r/pbp2ppp/1p2p3/3n4/3PP3/P1N2N2/1P3PPP/R1BQKB1R b KQkq - 0 7,EuG1IcRp,eBu2dh4w,1327,148,1246
D01,Richter-Veresov Attack: Malich Gambit,1. d4 Nf6 2. Nc3 d5 3. Bg5 c5 4. Bxf6 gxf6 5. e4 dxe4 6. d5,11,white,rnbqkb1r/pp2pp1p/5p2/2pP4/4p3/2N5/PPP2PPP/R2QKBNR b KQkq - 0 6,rYOrfPjY,,1276,138,1290
E30,"Nimzo-Indian Defense: Leningrad Variation, Averbakh Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 b5,12,black,rnbqk2r/p2p1pp1/4pn1p/1ppP4/1bP4B/2N5/PP2PPPP/R2QKBNR w KQkq - 0 7,66y2izFD,,1290,133,1160
A00,Van Geet Opening: Melleby Gambit,1. Nc3 d5 2. f4 d4 3. Ne4 c5,6,black,rnbqkbnr/pp2pppp/8/2p5/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq - 0 4,,FPi6Gi2r,1260,72,1216
A00,Van Geet Opening: Damhaug Gambit,1. Nc3 d5 2. f4 e5,4,black,rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq - 0 3,,,1196,66,1163
C30,King's Gambit Declined: Zilbermints Double Countergambit,1. e4 e5 2. f4 g5,4,black,rnbqkbnr/pppp1p1p/8/4p1p1/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,,zmcsrTi3,1274,95,987
A00,Amar Gambit,1. Nh3 d5 2. g3 e5 3. f4 Bxh3 4. Bxh3,7,white,rn1qkbnr/ppp2ppp/8/3pp3/5P2/6PB/PPPPP2P/RNBQK2R b KQkq - 0 4,,ZFrtgyy1,1247,97,977
